Dur,End,File/Spkr,MaxFormants,Notes,NumberPoles,Start,Unnamed: 0,Unnamed: 0.1,Vowel,dob,file_name,gF1,gF2,gF3,gPitch,gTime,gender,gilbert_number,id,input_form,iver_number,location,oF1,oF2,oF3,oPitch,oTime,post_sound,pre_sound,speaker_number,target_form,transcription,variable
0.068,0.359,107-405-2-26-a,5500 Hz,NA,10.0,0.291,35,NA,ɪ,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/107-405-2-26-a.wav,615.52,1624.36,2819.11,142.34,0.336,m,26,107-405-2-26-a.wav,milk ,107,fredericksburg,551.62,1781.14,2942.35,138.52,0.313,l,m,405,milch,mɪlç,ɪ
0.058,0.213,108-406-1-26-a,5500 Hz,NA,10.0,0.155,36,NA,ɪ,1947,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/108-406-1-26-a.wav,404.4,1548.56,3183.51,166.63,0.194,m,26,108-406-1-26-a.wav,milk ,108,fredericksburg,479.97,1780.02,2613.22,169.51,0.174,l,m,406,milch,mɪlç,ɪ
0.092,0.46,110-407-2-26-a,5500 Hz,NA,10.0,0.368,37,NA,ɪ,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/110-407-2-26-a.wav,802.46,2366.2,3090.25,177.11,0.429,f,26,110-407-2-26-a.wav,milk ,110,fredericksburg,596.95,2439.59,3041.42,180.40,0.399,l,m,407,milch,mɪlç,ɪ
0.048,0.409,110-408-1-26-a,5500 Hz,NA,10.0,0.361,38,NA,ɪ,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/110-408-1-26-a.wav,571.59,1955.02,3071.27,184.44,0.393,f,26,110-408-1-26-a.wav,milk ,110,fredericksburg,568.88,2129.41,3071.13,186.91,0.377,l,m,408,milch,mɪlç,ɪ
0.044,0.448,111-410-1-26-a,5500 Hz,NA,10.0,0.405,39,NA,ɪ,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/111-410-1-26-a.wav,495.82,2128.0,2868.07,163.43,0.434,f,26,111-410-1-26-a.wav,milk ,111,fredericksburg,410.98,2118.81,3096.6,164.57,0.419,l,m,410,milch,mɪlç,ɪ
0.092,0.383,17-185-1-26-a,5500 Hz,NA,10.0,0.291,40,NA,ɪ,1924,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/17-185-1-26-a.wav,538.38,1691.4,2419.99,161.05,0.353,m,26,17-185-1-26-a.wav,milk ,17,fredericksburg,519.53,1808.14,2535.72,160.58,0.322,l,m,185,milch,mɪlç,ɪ
0.062,0.223,23-224-1-26-a,5500 Hz,NA,10.0,0.161,41,NA,ɪ,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/23-224-1-26-a.wav,508.25,1762.92,2871.37,140.32,0.202,m,26,23-224-1-26-a.wav,milk ,23,fredericksburg,478.11,1904.48,2692.83,136.94,0.181,l,m,224,milch,mɪlç,ɪ
0.084,0.632,29-210-2-26-a,5500 Hz,NA,10.0,0.548,42,NA,ɪ,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/29-210-2-26-a.wav,453.75,2548.27,3154.01,217.77,0.604,f,26,29-210-2-26-a.wav,milk ,29,fredericksburg,461.96,2566.54,3167.92,219.39,0.576,l,m,210,milch,mɪlç,ɪ
0.08,0.473,29-226-2-26-a,5500 Hz,NA,10.0,0.393,43,NA,ɪ,1936,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/29-226-2-26-a.wav,571.73,2099.41,3035.09,213.18,0.446,m,26,29-226-2-26-a.wav,milk ,29,fredericksburg,552.58,2044.08,3073.46,222.65,0.42,l,m,226,milch,mɪlç,ɪ
0.065,0.282,38-214-1-26-a,5500 Hz,NA,10.0,0.217,44,NA,ɪ,1942,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/38-214-1-26-a.wav,425.25,1802.29,2554.86,145.00,0.26,m,26,38-214-1-26-a.wav,milk ,38,fredericksburg,408.95,1930.51,2564.91,141.64,0.239,l,m,214,milch,mɪlç,ɪ
0.049,0.719,53-398-1-26-a,5500 Hz,NA,10.0,0.67,45,NA,ɪ,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/53-398-1-26-a.wav,495.96,2352.72,2968.28,213.63,0.703,f,26,53-398-1-26-a.wav,milk ,53,fredericksburg,523.54,2371.84,2930.6,213.26,0.687,l,m,398,milch,mɪlç,ɪ
0.102,0.557,53-401-1-26-a,5500 Hz,NA,10.0,0.455,46,NA,ɪ,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/53-401-1-26-a.wav,541.18,2019.62,2768.97,185.10,0.523,f,26,53-401-1-26-a.wav,milk ,53,fredericksburg,522.14,2255.99,2805.0,186.79,0.489,l,m,401,milch,mɪlç,ɪ
0.094,0.423,53-402-1-26-a,5500 Hz,NA,10.0,0.329,47,NA,ɪ,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/53-402-1-26-a.wav,272.62,1290.51,2537.48,172.44,0.392,f,26,53-402-1-26-a.wav,milk ,53,fredericksburg,474.16,2258.31,3225.73,179.19,0.361,l,m,402,milch,mɪlç,ɪ
0.074,0.423,58-369-1-26-a,5500 Hz,NA,10.0,0.35,48,NA,ɪ,1949,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/58-369-1-26-a.wav,466.28,1887.43,2746.03,110.27,0.399,m,26,58-369-1-26-a.wav,milk ,58,fredericksburg,461.17,1970.26,2738.22,111.78,0.374,l,m,369,milch,mɪlç,ɪ
0.067,0.306,58-370-1-26-a,5500 Hz,NA,10.0,0.239,49,NA,ɪ,1943,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/58-370-1-26-a.wav,485.32,1809.31,2705.97,152.18,0.284,m,26,58-370-1-26-a.wav,milk ,58,fredericksburg,484.8,1722.31,2574.35,148.48,0.261,l,m,370,milch,mɪlç,ɪ
0.053,0.335,60-367-1-26-a,5500 Hz,NA,10.0,0.282,50,NA,ɪ,1945,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/60-367-1-26-a.wav,461.09,1685.77,2383.96,89.33,0.317,m,26,60-367-1-26-a.wav,milk ,60,fredericksburg,457.61,1762.97,2387.86,88.11,0.3,l,m,367,milch,mɪlç,ɪ
0.055,0.323,60-368-3-26-a,5500 Hz,NA,10.0,0.268,51,NA,ɪ,1933,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/60-368-3-26-a.wav,430.85,1582.45,2557.52,135.16,0.304,m,26,60-368-3-26-a.wav,milk ,60,fredericksburg,419.74,1674.94,2473.1,133.19,0.286,l,m,368,milch,mɪlç,ɪ
0.062,0.296,62-365-2-26-a,5500 Hz,NA,10.0,0.234,52,NA,ɪ,1939,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/fredericksburg/gilbert/62-365-2-26-a.wav,547.58,2217.62,2829.12,191.85,0.276,f,26,62-365-2-26-a.wav,milk ,62,fredericksburg,500.13,2291.42,3095.96,192.90,0.255,l,m,365,milch,mɪlç,ɪ
0.066,0.194,1-164-2-26-a,5500 Hz,NA,10.0,0.127,53,NA,ɪ,1947,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/freyburg/gilbert/1-164-2-26-a.wav,427.62,1589.45,2945.01,198.63,0.172,f,26,1-164-2-26-a.wav,milk ,1,freyburg/black jack,418.77,1705.51,2761.98,202.07,0.149,l,m,164,milch,mɪlç,ɪ
0.037,0.175,1-175-2-26-a,5500 Hz,NA,10.0,0.138,54,NA,ɪ,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/freyburg/gilbert/1-175-2-26-a.wav,496.92,1827.26,2748.25,235.97,0.162,f,26,1-175-2-26-a.wav,milk ,1,freyburg/schulenburg,489.52,1895.62,2719.11,218.31,0.15,l,m,175,milch,mɪlç,ɪ
0.079,0.403,113-455-2-26-a,5500 Hz,NA,10.0,0.324,55,NA,ɪ,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/freyburg/gilbert/113-455-2-26-a.wav,523.65,2152.46,3021.3,94.95,0.377,f,26,113-455-2-26-a.wav,milk ,113,freyburg,459.8,2131.01,3090.86,200.72,0.35,l,m,455,milch,mɪlç,ɪ
0.052,0.435,120-454-2-26-a,5500 Hz,NA,10.0,0.383,56,NA,ɪ,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/freyburg/gilbert/120-454-2-26-a.wav,495.05,2093.14,2774.76,197.04,0.418,f,26,120-454-2-26-a.wav,milk ,120,"freyburg, tx",467.21,2142.14,2733.08,201.67,0.4,l,m,454,milch,mɪlç,ɪ
0.066,0.462,112-436-2-26-a,5500 Hz,NA,10.0,0.396,57,NA,ɪ,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/112-436-2-26-a.wav,466.16,1794.8,2624.62,155.42,0.44,m,26,112-436-2-26-a.wav,milk ,112,"giddings, tx",452.34,1823.61,2656.46,151.77,0.418,l,m,436,milch,mɪlç,ɪ
0.118,0.432,115-437-2-26-a,5500 Hz,NA,10.0,0.314,58,NA,ɪ,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/115-437-2-26-a.wav,560.04,1738.06,2791.61,182.41,0.393,f,26,115-437-2-26-a.wav,milk ,115,"giddings, tx",569.7,1711.49,2748.82,186.12,0.354,l,m,437,milch,mɪlç,ɪ
0.097,0.411,115-438-2-26-a,5500 Hz,NA,10.0,0.314,59,NA,ɪ,1925,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/115-438-2-26-a.wav,558.93,2099.73,3045.69,309.19,0.379,f,26,115-438-2-26-a.wav,milk ,115,"giddings, tx",458.47,1941.12,2967.61,312.93,0.347,l,m,438,milch,mɪlç,ɪ
0.146,0.619,7-313-2-26-a,5500 Hz,NA,10.0,0.473,60,NA,ɪ,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-313-2-26-a.wav,610.52,1703.14,2699.4,229.43,0.571,m,26,7-313-2-26-a.wav,milk ,7,giddings,549.93,1840.69,2621.33,--undefined--,0.522,l,m,313,milch,mɪlç,ɪ
0.1,0.328,7-323-3-26-a,5500 Hz,NA,10.0,0.229,61,NA,ɪ,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-323-3-26-a.wav,558.27,1505.06,2252.62,183.83,0.295,f,26,7-323-3-26-a.wav,milk ,7,giddings,593.59,1860.83,2446.35,197.74,0.262,l,m,323,milch,mɪlç,ɪ
0.106,0.518,7-326-2-26-a,5500 Hz,NA,10.0,0.412,62,NA,ɪ,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-326-2-26-a.wav,511.21,1341.06,2543.65,108.22,0.483,m,26,7-326-2-26-a.wav,milk ,7,gidings,428.6,1703.65,2644.81,107.36,0.447,l,m,326,milch,mɪlç,ɪ
0.096,0.508,7-329-1-26-a,5500 Hz,NA,10.0,0.412,63,NA,ɪ,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/giddings/gilbert/7-329-1-26-a.wav,503.13,2532.2,2833.22,213.79,0.476,f,26,7-329-1-26-a.wav,milk ,7,giddings,472.39,1942.91,2616.82,224.06,0.444,l,m,329,milch,mɪlç,ɪ
0.098,0.41,1-192-2-26-a,5500 Hz,NA,10.0,0.312,64,NA,ɪ,1918,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/1-192-2-26-a.wav,578.02,1621.79,2557.66,164.50,0.377,f,26,1-192-2-26-a.wav,milk ,1,la grange,563.53,1981.73,2569.2,172.86,0.344,l,m,192,milch,mɪlç,ɪ
0.074,0.336,1-193-2-26-a,5500 Hz,NA,10.0,0.262,65,NA,ɪ,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/1-193-2-26-a.wav,747.45,1677.19,2341.77,92.53,0.311,m,26,1-193-2-26-a.wav,milk ,1,la grange,362.13,1851.84,2650.78,90.90,0.286,l,m,193,milch,mɪlç,ɪ
0.108,0.363,1-194-2-26-a,5500 Hz,NA,10.0,0.254,66,NA,ɪ,1936,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/1-194-2-26-a.wav,490.53,1851.98,2411.97,182.38,0.326,f,26,1-194-2-26-a.wav,milk ,1,la grange,542.54,1994.28,2614.9,179.98,0.29,l,m,194,milch,mɪlç,ɪ
0.055,0.308,1-195-2-26-a,5500 Hz,NA,10.0,0.254,67,NA,ɪ,1919,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/1-195-2-26-a.wav,515.88,1524.43,2504.21,126.64,0.29,m,26,1-195-2-26-a.wav,milk ,1,la grange,545.56,1569.58,2535.59,129.04,0.272,l,m,195,milch,mɪlç,ɪ
0.063,0.125,1-196-2-26-a,5500 Hz,NA,10.0,0.062,68,NA,ɪ,1936,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/1-196-2-26-a.wav,686.04,1479.45,1717.9,342.27,0.104,f,26,1-196-2-26-a.wav,milk ,1,lagrange,562.23,1565.36,1785.87,314.54,0.083,l,m,196,milch,mɪlç,ɪ
0.089,0.159,51-286-2-26-a,5500 Hz,NA,10.0,0.07,69,NA,ɪ,1930,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/51-286-2-26-a.wav,458.62,1424.62,2235.5,83.32,0.129,m,26,51-286-2-26-a.wav,milk ,51,la grange,486.3,1466.36,2183.71,90.85,0.099,l,m,286,milch,mɪlç,ɪ
NA,NA,NA,NA,NA,NA,NA,70,NA,NA,1930,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/la grange/gilbert/53-286-2-26-a.wav,NA,NA,NA,NA,NA,m,26,53-286-2-26-a.wav,milk ,53,la grange,NA,NA,NA,NA,NA,l,m,286,milch,mɪlç,ɪ
0.123,0.32,1-125-2-26-a,5500 Hz,NA,10.0,0.197,71,NA,ɪ,1923,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-125-2-26-a.wav,442.17,2225.93,2819.27,205.57,0.279,f,26,1-125-2-26-a.wav,milk ,1,new braunfels,491.44,2190.16,2354.07,189.21,0.238,l,m,125,milch,mɪlç,ɪ
0.147,0.493,1-128-2-26-a,5500 Hz,NA,10.0,0.346,72,NA,ɪ,1947,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-128-2-26-a.wav,670.44,1707.67,2850.61,205.90,0.444,f,26,1-128-2-26-a.wav,milk ,1,new braunfels,588.25,1934.99,2838.94,204.55,0.395,l,m,128,milch,mɪlç,ɪ
NA,NA,NA,NA,NA,NA,NA,73,NA,NA,1936,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-158-1-26-a.wav,NA,NA,NA,NA,NA,f,26,1-158-1-26-a.wav,milk ,1,new braunfels,NA,NA,NA,NA,NA,l,m,158,milch,mɪlç,ɪ
0.11,0.194,1-165-2-26-a,5500 Hz,NA,10.0,0.084,74,NA,ɪ,1944,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-165-2-26-a.wav,455.12,1307.27,2711.01,142.11,0.157,m,26,1-165-2-26-a.wav,milk ,1,new braunfels,462.97,1637.87,2601.7,144.98,0.12,l,m,165,milch,mɪlç,ɪ
0.075,0.349,1-167-3-26-a,5500 Hz,NA,10.0,0.274,75,NA,ɪ,1910,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-167-3-26-a.wav,473.44,1720.54,2746.21,222.35,0.324,m,26,1-167-3-26-a.wav,milk ,1,new braunfels,462.27,1855.58,2578.98,222.76,0.299,l,m,167,milch,mɪlç,ɪ
0.084,0.308,1-169-3-26-a,5500 Hz,NA,10.0,0.225,76,NA,ɪ,1927,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-169-3-26-a.wav,612.55,1520.39,2847.95,144.96,0.28,f,26,1-169-3-26-a.wav,milk ,1,new braunfels,562.18,1719.93,2717.83,146.95,0.253,l,m,169,milch,mɪlç,ɪ
0.083,2.159,1-170-2-26-a,5500 Hz,NA,10.0,2.076,77,NA,ɪ,1927,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-170-2-26-a.wav,428.72,1847.01,2660.03,151.74,2.131,m,26,1-170-2-26-a.wav,milk ,1,new braunfels,491.04,2049.71,2738.2,160.14,2.104,l,m,170,milch,mɪlç,ɪ
0.132,0.297,1-24-2-26-a,5500 Hz,NA,10.0,0.165,78,NA,ɪ,1915,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-24-2-26-a.wav,545.46,1671.72,2427.15,153.90,0.253,m,26,1-24-2-26-a.wav,milk ,1,new braunfels,441.06,1628.3,2507.76,134.79,0.209,l,m,24,milch,mɪlç,ɪ
0.08,0.507,1-25-3-26-a,5500 Hz,NA,10.0,0.427,79,NA,ɪ,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-25-3-26-a.wav,410.97,1740.56,2831.36,116.25,0.481,m,26,1-25-3-26-a.wav,milk ,1,new braunfels,463.11,1753.64,2686.18,114.54,0.454,l,m,25,milch,mɪlç,ɪ
0.065,0.422,1-30-2-26-a,5500 Hz,NA,10.0,0.357,80,NA,ɪ,1936,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-30-2-26-a.wav,532.34,1939.31,3057.84,181.73,0.4,f,26,1-30-2-26-a.wav,milk ,1,new braunfels,518.33,1884.05,3079.83,192.73,0.379,l,m,30,milch,mɪlç,ɪ
0.069,0.422,1-32-2-26-a,5500 Hz,NA,10.0,0.353,81,NA,ɪ,1924,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-32-2-26-a.wav,453.44,1679.18,2574.13,167.74,0.399,m,26,1-32-2-26-a.wav,milk ,1,new braunfels,420.77,1680.15,2671.05,168.03,0.376,l,m,32,milch,mɪlç,ɪ
0.116,0.359,1-33-2-26-a,5500 Hz,NA,10.0,0.243,82,NA,ɪ,1919,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-33-2-26-a.wav,571.19,1844.64,2360.21,288.30,0.32,f,26,1-33-2-26-a.wav,milk ,1,new braunfels,546.62,1776.62,2308.05,270.68,0.282,l,m,33,milch,mɪlç,ɪ
0.099,0.308,1-34-3-26-a,5500 Hz,NA,10.0,0.209,83,NA,ɪ,1940,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-34-3-26-a.wav,488.94,1960.63,2687.25,120.87,0.275,f,26,1-34-3-26-a.wav,milk ,1,new braunfels,495.46,1957.2,2699.02,125.34,0.242,l,m,34,milch,mɪlç,ɪ
0.081,0.361,1-35-3-26-a,5500 Hz,NA,10.0,0.279,84,NA,ɪ,1938,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-35-3-26-a.wav,378.38,1698.41,2292.67,123.88,0.334,m,26,1-35-3-26-a.wav,milk ,1,new braunfels,379.19,1734.19,2125.27,121.38,0.307,l,m,35,milch,mɪlç,ɪ
0.096,0.31,1-448-2-26-a,5500 Hz,NA,10.0,0.214,85,NA,ɪ,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-448-2-26-a.wav,431.17,1899.17,2764.52,215.86,0.278,f,26,1-448-2-26-a.wav,milk ,1,new braunfels,453.68,1992.2,2758.73,227.33,0.246,l,m,448,milch,mɪlç,ɪ
0.122,0.503,1-58-2-26-a,5500 Hz,NA,10.0,0.381,86,NA,ɪ,1916,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-58-2-26-a.wav,547.68,1751.12,2649.06,177.86,0.462,m,26,1-58-2-26-a.wav,milk ,1,new braunfels,524.6,1888.45,2499.31,172.51,0.422,l,m,58,milch,mɪlç,ɪ
0.088,0.493,1-75-2-26-a,5500 Hz,NA,10.0,0.405,87,NA,ɪ,1931,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-75-2-26-a.wav,463.78,2344.85,2778.11,218.02,0.463,f,26,1-75-2-26-a.wav,milk ,1,new braunfels,487.74,2398.98,2946.04,204.64,0.434,l,m,75,milch,mɪlç,ɪ
0.063,0.221,1-80-2-26-a,5500 Hz,NA,10.0,0.158,88,NA,ɪ,1917,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-80-2-26-a.wav,383.23,2319.54,2897.3,155.88,0.2,f,26,1-80-2-26-a.wav,milk ,1,new braunfels,399.31,2323.92,2726.77,165.47,0.179,l,m,80,milch,mɪlç,ɪ
0.199,0.818,1-85-2-26-a,5500 Hz,NA,10.0,0.62,89,NA,ɪ,1908,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-85-2-26-a.wav,580.28,2519.43,3351.7,--undefined--,0.752,f,26,1-85-2-26-a.wav,milk ,1,new braunfels,647.6,2507.04,3376.43,303.48,0.686,l,m,85,milch,mɪlç,ɪ
0.111,0.669,1-88-2-26-a,5500 Hz,NA,10.0,0.558,90,NA,ɪ,1921,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/1-88-2-26-a.wav,375.93,1431.59,2651.91,155.83,0.632,m,26,1-88-2-26-a.wav,milk ,1,new braunfels,343.72,1526.68,2592.95,169.37,0.595,l,m,88,milch,mɪlç,ɪ
0.096,0.242,10-107-2-26-a,5500 Hz,NA,10.0,0.146,91,NA,ɪ,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-107-2-26-a.wav,536.18,1929.55,2709.01,192.02,0.21,f,26,10-107-2-26-a.wav,milk ,10,new braunfels,495.91,2141.59,2901.91,194.89,0.178,l,m,107,milch,mɪlç,ɪ
0.109,0.428,10-110-2-26-a,5500 Hz,NA,10.0,0.32,92,NA,ɪ,1927,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-110-2-26-a.wav,518.31,2333.65,2943.62,323.67,0.392,f,26,10-110-2-26-a.wav,milk ,10,new braunfels,530.03,2230.8,2707.34,204.38,0.356,l,m,110,milch,mɪlç,ɪ
0.081,0.438,10-124-2-26-a,5500 Hz,NA,10.0,0.357,93,NA,ɪ,1925,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-124-2-26-a.wav,376.93,2178.29,3007.09,162.04,0.411,f,26,10-124-2-26-a.wav,milk ,10,new braunfels,390.45,2183.44,2943.53,165.26,0.384,l,m,124,milch,mɪlç,ɪ
0.078,0.218,10-159-4-26-a,5500 Hz,NA,10.0,0.14,94,NA,ɪ,1923,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-159-4-26-a.wav,450.92,1681.57,2664.94,146.27,0.192,m,26,10-159-4-26-a.wav,milk ,10,new braunfels,476.42,1874.45,2575.98,138.17,0.166,l,m,159,milch,mɪlç,ɪ
0.106,0.3,10-168-2-26-a,5500 Hz,NA,10.0,0.194,95,NA,ɪ,1924,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-168-2-26-a.wav,377.61,1981.87,3166.37,131.22,0.265,m,26,10-168-2-26-a.wav,milk ,10,new braunfels,372.25,1979.86,3017.65,123.90,0.229,l,m,168,milch,mɪlç,ɪ
0.084,0.278,10-171-2-26-a,5500 Hz,NA,10.0,0.194,96,NA,ɪ,1928,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/10-171-2-26-a.wav,443.72,2246.41,2661.34,150.46,0.25,f,26,10-171-2-26-a.wav,milk ,10,new braunfels,454.11,2229.06,2799.88,284.57,0.222,l,m,171,milch,mɪlç,ɪ
0.081,0.146,103-388-1-26-a,5500 Hz,NA,10.0,0.065,97,NA,ɪ,0,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/103-388-1-26-a.wav,467.23,1900.26,2582.47,150.83,0.119,m,26,103-388-1-26-a.wav,milk ,103,new braunfels,438.42,2059.43,2645.59,152.90,0.092,l,m,388,milch,mɪlç,ɪ
0.119,0.46,11-108-2-26-a,5500 Hz,NA,10.0,0.341,98,NA,ɪ,1929,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/11-108-2-26-a.wav,376.49,1597.37,2585.88,161.17,0.42,m,26,11-108-2-26-a.wav,milk ,11,new braunfels,453.52,1615.3,2430.58,162.96,0.381,l,m,108,milch,mɪlç,ɪ
0.071,0.27,112-415-1-26-a,5500 Hz,NA,10.0,0.199,99,NA,ɪ,1921,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/112-415-1-26-a.wav,384.0,1673.07,2466.71,171.56,0.246,m,26,112-415-1-26-a.wav,milk ,112,"new braunfels, tx",379.52,1693.95,2368.42,176.65,0.223,l,m,415,milch,mɪlç,ɪ
0.058,0.272,16-188-1-26-a,5500 Hz,NA,10.0,0.213,100,NA,ɪ,1943,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/16-188-1-26-a.wav,490.78,1643.38,2578.52,108.39,0.252,m,26,16-188-1-26-a.wav,milk ,16,new braunfels,514.51,1783.47,2512.27,111.28,0.233,l,m,188,milch,mɪlç,ɪ
0.087,0.263,16-190-1-26-a,5500 Hz,NA,10.0,0.176,101,NA,ɪ,1932,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/16-190-1-26-a.wav,557.8,1544.0,2187.59,181.05,0.234,f,26,16-190-1-26-a.wav,milk ,16,new braunfels,546.39,1726.57,2720.61,174.21,0.205,l,m,190,milch,mɪlç,ɪ
0.054,0.267,3-71-2-26-a,5500 Hz,NA,10.0,0.214,102,NA,ɪ,1938,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/3-71-2-26-a.wav,528.85,2078.54,2586.36,177.65,0.249,f,26,3-71-2-26-a.wav,milk ,3,new braunfels,500.36,2091.55,2415.86,178.13,0.231,l,m,71,milch,mɪlç,ɪ
0.099,0.889,3-84-2-26-a,5500 Hz,NA,10.0,0.79,103,NA,ɪ,1925,/Users/ps22344/Desktop/txgdp_by_location_more_than_3_spkrs/new braunfels/gilbert/3-84-2-26-a.wav,495.17,2074.53,2372.07,236.43,0.856,f,26,3-84-2-26-a.wav,milk ,3,new braunfels,457.65,2447.38,2541.05,232.15,0.823,l,m,84,milch,mɪlç,ɪ
